YEAR,SECTION,QUESTION_NUMBER,QUESTION_TEXT,QUESTION_TYPE,MARKS,DIFFICULTY_LABEL,TOPIC,ANSWER_TEXT
2023,Section D,31-iii,Which device will you suggest to be placed in each branch to efficiently connect all computers within those branches?,Very Short Answer,1.0,easy,Networking,Switch/Hub/Router
2023,Section D,31-iv,"Delhi firm is planning to connect to its Marketing department in Kanpur which is approximately 300 km away. Which type of network out of LAN, WAN or MAN will be formed? Justify.",Short Answer,1.0,easy,Networking,WAN - as the network is spread across different geographical locations of the country covering 300 km distance.
2023,Section D,31-v,Suggest a protocol that shall be needed to provide help for transferring of files between Delhi and Kanpur branch.,Very Short Answer,1.0,easy,Networking,FTP (File Transfer Protocol)
2023,Section D,32a,"What possible output(s) are expected from the random program with M=[5,10,15,20,25,30]: (i) 10#25#15 / 20#25#25 (ii) 5#25#20 / 25#20#15 (iii) 30#20#20 / 20#25#25 (iv) 10#15#25# / 15#20#10#",MCQ,2.0,easy,Python,(i) 10#25#15\n20#25#25
2023,Section D,32b-statement1,Write Statement 1 to import the desired library for Python-MySQL connectivity.,Very Short Answer,1.0,easy,Python - Database Connectivity,import mysql.connector as mysql
2023,Section D,32b-statement2,Write Statement 2 to execute the command that deletes the record with E_code='E101' from table employee.,Short Answer,1.0,easy,Python - Database Connectivity,"mycursor.execute(""DELETE FROM employee WHERE E_code='E101'"")"
2023,Section D,32b-statement3,Write Statement 3 to delete the record permanently from the database.,Very Short Answer,1.0,easy,Python - Database Connectivity,mydb.commit()
2023,Section D,32a-alt,Predict the output of: def makenew(mystr): newstr=''; count=0; for i in mystr: if count%2!=0: newstr=newstr+str(count) else: if i.lower(): newstr=newstr+i.upper() else: newstr=newstr+i; count+=1; print(newstr); makenew('No@1'),Short Answer,2.0,medium,Python,N1@3
2023,Section D,32b-alt-statement1,Write Statement 1 to import desired library for Python-MySQL connectivity in display version.,Very Short Answer,1.0,easy,Python - Database Connectivity,import mysql.connector as mysql
2023,Section D,32b-alt-statement2,Write Statement 2 to execute query fetching records of employees from city 'Delhi'.,Short Answer,1.0,easy,Python - Database Connectivity,"mycursor.execute(""select * from employee where City='Delhi'"")"
2023,Section D,32b-alt-statement3,Write Statement 3 to read complete query result data into object named details.,Very Short Answer,1.0,easy,Python - Database Connectivity,details = mycursor.fetchall()
2023,Section D,33a,Write one difference between CSV and text files. Write COURIER_ADD() to add records with fields cid s_name Source destination to courier.csv. Write COURIER_SEARCH() to take destination as input and display all courier records going to that destination.,Long Answer,5.0,medium,File Handling,"CSV files can be viewed in spreadsheets and require import csv module. Text files can be viewed in text editor and require no specific module. import csv; def COURIER_ADD(): f1=open('courier.csv','a',newline=''); writ=csv.writer(f1); cid=int(input('Courier id')); s_name=input('Sender'); Source=input('Source'); destination=input('Destination'); writ.writerow([cid,s_name,Source,destination]); f1.close(); def COURIER_SEARCH(): f1=open('courier.csv','r'); detail=csv.reader(f1); name=input('Destination'); [print(i) for i in detail if i[3]==name]"
2023,Section D,33b,Why is it important to close a file before exiting? Write Add_Book() to add book records with fields book_ID B_name pub to Book.csv. Write Search_Book() to take publisher name as input and count and display number of books published by them.,Long Answer,5.0,hard,File Handling,"Important to close file because Python ensures any unwritten/unsaved data is flushed to the file before closing. import csv; def Add_Book(): f1=open('Book.csv','a',newline=''); writ=csv.writer(f1); book_ID=int(input('Book id')); B_name=input('Book Name'); pub=input('Publisher'); writ.writerow([book_ID,B_name,pub]); f1.close(); def Search_Book(): f1=open('Book.csv','r'); detail=csv.reader(f1); name=input('Publisher Name'); pub_count=0; [pub_count+1 for i in detail if i[2]==name]; print('NUMBER OF BOOKS:',sum(1 for i in list(csv.reader(open('Book.csv'))) if i[2]==name))"
2023,Section E,34-i,Identify the columns which can be considered as Candidate keys in table LAB.,Very Short Answer,1.0,easy,SQL,Candidate keys: LABNO and LAB_NAME
2023,Section E,34-ii,Write the degree and cardinality of the table LAB.,Very Short Answer,1.0,easy,SQL,Degree = 5; Cardinality = 5
2023,Section E,34-iii-a,Write SQL statement to insert a new row with appropriate data into table LAB.,Short Answer,1.0,easy,SQL,"INSERT INTO LAB VALUES('L006','PHYSICS','RAVI',25,'II');"
2023,Section E,34-iii-b,Write SQL statement to increase the capacity of all labs by 10 students which are on Floor 'I'.,Short Answer,1.0,easy,SQL,UPDATE LAB SET CAPACITY=CAPACITY+10 WHERE FLOOR='I';
2023,Section E,34-iii-alt-a,Write SQL statement to add PRIMARY KEY constraint to column LABNO in table LAB.,Short Answer,1.0,easy,SQL,ALTER TABLE LAB ADD PRIMARY KEY (LABNO);
2023,Section E,34-iii-alt-b,Write SQL statement to delete the table LAB.,Very Short Answer,1.0,easy,SQL,DROP TABLE LAB;
2023,Section E,35-i,Write Statement 1: correct statement to open file 'Cust_file.dat' for writing customer data in binary mode.,Very Short Answer,1.0,easy,File Handling,"bin_file = open('Cust_file.dat', 'wb')"
2023,Section E,35-ii,Write Statement 2 to check whether quantity is less than 10.,Very Short Answer,1.0,easy,File Handling,qty < 10:
2023,Section E,35-iii,Write Statement 3 to write data to binary file and Statement 4 to stop further processing if user does not wish to enter more records.,Short Answer,2.0,easy,File Handling,"Statement 3: pickle.dump(c_detail, bin_file); Statement 4: break"
2023,Section E,35-iii-alt,Write Statement 5 to close the binary file Cust_file.dat and Statement 6 to call the function to write data in binary file.,Short Answer,2.0,easy,File Handling,Statement 5: bin_file.close(); Statement 6: write_bin()
2024,Section A,1,State True or False: While defining a function in Python the positional parameters in the function header must always be written after the default parameters.,Very Short Answer,1.0,easy,Python,False
2024,Section A,2,The SELECT statement when combined with ___ clause returns records without repetition. (a) DISTINCT (b) DESCRIBE (c) UNIQUE (d) NULL,MCQ,1.0,easy,SQL,(a) DISTINCT
2024,Section A,3,What will be the output of the following statement: print(16*5/4*2/5-8) (a) -3.33 (b) 6.0 (c) 0.0 (d) -13.33,MCQ,1.0,easy,Python,(c) 0.0
2024,Section A,4,"What possible output is expected when the following Python code is executed? import random; Signal=['RED','YELLOW','GREEN']; for K in range(2,0,-1): R=random.randrange(K); print(Signal[R],end='#') (a) YELLOW#RED# (b) RED#GREEN# (c) GREEN#RED# (d) YELLOW#GREEN#",MCQ,1.0,easy,Python,(a) YELLOW#RED#
2024,Section A,5,In SQL the aggregate function which will display the cardinality of the table is ___. (a) sum() (b) count(*) (c) avg() (d) sum(*),MCQ,1.0,easy,SQL,(b) count(*)
2024,Section A,6,Which protocol is used to send and receive emails over a computer network? (a) PPP (b) HTTP (c) FTP (d) SMTP,MCQ,1.0,easy,Networking,(d) SMTP
2024,Section A,7,Identify the invalid Python statement: (a) d=dict() (b) e={} (c) f=[] (d) g=dict{},MCQ,1.0,easy,Python,(d) g=dict{}
2024,Section A,8,Consider: myStr='MISSISSIPPI'; print(myStr[:4]+'#'+myStr[-5:]) (a) MISSI#SIPPI (b) MISS#SIPPI (c) MISS#IPPIS (d) MISSI#IPPIS,MCQ,1.0,easy,Python,(b) MISS#SIPPI
2024,Section A,9,Identify the statement which will raise an error: (a) print('A'*3) (b) print(5*3) (c) print('15'+3) (d) print('15'+'13'),MCQ,1.0,easy,Python,"(c) print(""15""+3)"
2024,Section A,10,Select the correct output of: event='G20 Presidency@2023'; L=event.split(' '); print(L[::-2]) (a) 'G20' (b) ['Presidency@2023'] (c) ['G20'] (d) 'Presidency@2023',MCQ,1.0,easy,Python,(b) ['Presidency@2023']
2024,Section A,11,Which of the following is the correct unit of measurement for network bandwidth? (a) KB (b) Bit (c) Hz (d) Km,MCQ,1.0,easy,Networking,(c) Hz
2024,Section A,12,Observe the Python code: a=20; def convert(a): b=20; a=a+b; convert(10); print(a). Select correct output: (a) 10 (b) 20 (c) 30 (d) Error,MCQ,1.0,easy,Python,(b) 20
2024,Section A,13,State True or False: While handling exceptions in Python name of the exception has to be compulsorily added with except clause.,Very Short Answer,1.0,easy,Python,False
2024,Section A,14,Which of the following is not a DDL command in SQL? (a) DROP (b) CREATE (c) UPDATE (d) ALTER,MCQ,1.0,easy,SQL,(c) UPDATE
2024,Section A,15,Fill in the blank: ___________ is a set of rules that needs to be followed by the communicating parties in order to have a successful and reliable data communication over a network.,Very Short Answer,1.0,easy,Networking,Protocol
2024,Section A,16,"Consider F=open('CONTENT.TXT'). Which of the following is an invalid statement? (a) F.seek(1,0) (b) F.seek(0,1) (c) F.seek(0,-1) (d) F.seek(0,2)",MCQ,1.0,easy,File Handling,"(c) F.seek(0,-1)"
2024,Section A,17,Assertion (A): CSV file is a human readable text file where each line has fields separated by comma or some delimiter. Reason (R): writerow() method is used to write a single row in a CSV file.,MCQ,1.0,easy,File Handling,(b) Both A and R are true and R is not the correct explanation for A
2024,Section A,18,Assertion (A): The expression 'Hello'.sort() in Python will give an error. Reason (R): sort() does not exist as a method/function for strings in Python.,MCQ,1.0,easy,Python,(a) Both A and R are true and R is the correct explanation for A
2024,Section B,19A-i,Expand the following terms: XML and PPP.,Very Short Answer,1.0,easy,Networking,XML: eXtensible Markup Language; PPP: Point-to-Point Protocol
2024,Section B,19A-ii,Give one difference between circuit switching and packet switching.,Short Answer,1.0,medium,Networking,Circuit Switching: A dedicated path is established between sender and receiver before transmission; entire data is sent in one go. Packet Switching: Data is divided into small packets transmitted via nearest service provider till all packets reach recipient where they are reassembled.
2024,Section B,19B-i,Define the term web hosting.,Very Short Answer,1.0,easy,Networking,Web hosting is a service that allows users to put a website or a webpage onto the internet and make it a part of the World Wide Web.
2024,Section B,19B-ii,Name any two web browsers.,Very Short Answer,1.0,easy,Networking,"Google Chrome, Mozilla Firefox"
2024,Section B,20,Observe the following code carefully and rewrite it after removing all syntax and logical errors. Underline all corrections made. def EvenOdd() for i in range(5): num=int(input('Enter a number') if num/2==0: print('Even') else: print('Odd') EvenOdd(),Short Answer,2.0,medium,Python,def EvenOdd(): for i in range(5): num=int(input('Enter a number')) if num%2==0: print('Even') else: print('Odd') EvenOdd()
2024,Section B,21A,"Write a user defined function showGrades(S) which takes dictionary S as argument containing Name:[Eng,Math,Science] as key:value pairs. Displays grade: Average>=90 is A; >=60 is B; <60 is C.",Short Answer,2.0,medium,Python,"def showGrades(S): for K,V in S.items(): if sum(V)/3>=90: Grade='A' elif sum(V)/3>=60: Grade='B' else: Grade='C'; print(K,'-',Grade)"
2024,Section B,21B,"Write a user defined function Puzzle(W,N) which takes English word W and integer N and returns the string where every Nth alphabet is replaced with underscore. E.g. TELEVISION with N=3 returns TE_EV_SI_N.",Short Answer,2.0,medium,Python,"def Puzzle(W,N): NW=''; Count=1; for Ch in W: if Count!=N: NW+=Ch; Count+=1 else: NW+='_'; Count=1; return NW"
2024,Section B,22,"Write the output displayed on execution of: LS=['HIMALAYA','NILGIRI','ALASKA','ALPS']; D={}; for S in LS: if len(S)%4==0: D[S]=len(S); for K in D: print(K,D[K],sep='#')",Short Answer,2.0,medium,Python,HIMALAYA#8\nALPS#4
2024,Section B,23A-i,"Write Python statement to remove the item whose key is 'NISHA' from dictionary Students containing {'ANITA':90,'NISHA':76,'ASHA':92}.",Very Short Answer,1.0,easy,Python,"Students.pop(""NISHA"")"
2024,Section B,23A-ii,Write Python statement to display number of occurrences of substring 'is' in string message. E.g. 'This is his book' should output 3.,Very Short Answer,1.0,easy,Python,"print(message.count(""is""))"
2024,Section B,23B,A tuple named subject stores names of different subjects. Write Python commands to convert the given tuple to a list and thereafter delete the last element of the list.,Short Answer,2.0,easy,Python,subject=list(subject); subject.pop()
2024,Section B,24A,Ms. Veda created table Sports with columns Game_id P_Age G_name. Write command to add Category column. Then insert record: Game_id=G42 P_Age=Above 18 G_name=Chess Category=Senior.,Short Answer,2.0,easy,SQL,"ALTER TABLE SPORTS ADD CATEGORY VARCHAR(10); INSERT INTO SPORTS VALUES('G42','Above 18','Chess','Senior');"
2024,Section B,24B-i,Write SQL command to view the list of tables in the database Exam.,Very Short Answer,1.0,easy,SQL,SHOW TABLES;
2024,Section B,24B-ii,Write SQL command to view the structure of table Term1.,Very Short Answer,1.0,easy,SQL,DESCRIBE Term1;
2024,Section B,25,"Predict the output of the following code: def callon(b=20,a=10): b=b+a; a=b-a; print(b,'#',a); return b; x=100; y=200; x=callon(x,y); print(x,'@',y); y=callon(y); print(x,'@',y)",Short Answer,2.0,medium,Python,300 # 100\n300 @ 200\n210 # 200\n300 @ 210
2024,Section C,26,"Write output on execution of: S='Racecar Car Radar'; L=S.split(); for W in L: x=W.upper(); if x==x[::-1]: for I in x: print(I,end='*') else: for I in W: print(I,end='#'); print()",Short Answer,3.0,medium,Python,R*A*C*E*C*A*R*\nC#a#r#\nR*A*D*A*R*
2024,Section C,27-i,"Consider table ORDERS. Write output of: SELECT ITEM, SUM(QTY) FROM ORDERS GROUP BY ITEM;",Short Answer,1.0,easy,SQL,RICE 48; PULSES 29; WHEAT 80
2024,Section C,27-ii,Write output of: SELECT ITEM QTY FROM ORDERS WHERE ORDATE BETWEEN '2023-11-01' AND '2023-12-31';,Short Answer,1.0,easy,SQL,RICE 25; WHEAT 28
2024,Section C,27-iii,Write output of: SELECT ORDNO ORDATE FROM ORDERS WHERE ITEM='WHEAT' AND RATE>=60;,Short Answer,1.0,easy,SQL,1004 2023-12-25; 1007 2024-04-30
2024,Section C,28A,Write user defined function showInLines() which reads contents of text file STORY.TXT and displays every sentence in a separate line. Sentence ends with full stop question mark or exclamation mark.,Short Answer,3.0,medium,File Handling,"def showInLines(): with open('STORY.TXT','r') as F: S=F.read(); for W in S: if W=='.' or W=='?' or W=='!': print(W) elif W=='\n': print(end='') else: print(W,end='')"
2024,Section C,28B,Write a function c_words() in Python that separately counts and displays the number of uppercase and lowercase alphabets in a text file Words.txt.,Short Answer,3.0,hard,File Handling,"def c_words(): f=open('Words.txt','r'); Txt=f.read(); CLower=CUpper=0; for i in Txt: [CUpper+1 if i.isupper() else None]; if i.islower(): CLower+=1 elif i.isupper(): CUpper+=1; print(CLower,CUpper); f.close()"
2024,Section C,29-i,Write SQL to add primary key constraint to column P_id in existing table Projects.,Short Answer,1.0,easy,SQL,ALTER TABLE Projects ADD PRIMARY KEY (P_id);
